Tick 0
0	0.000000	0.000000	0.000000
1	57900000000.000000	0.000000	0.000000
2	108200000000.000000	0.000000	0.000000
3	149600000000.000000	0.000000	0.000000
4	149980000000.000000	0.000000	0.000000
5	227900000000.000000	0.000000	0.000000
6	778600000000.000000	0.000000	0.000000
7	1433500000000.000000	0.000000	0.000000
8	2872500000000.000000	0.000000	0.000000
9	4495100000000.000000	0.000000	0.000000
10	5906400000000.000000	0.000000	0.000000
Tick 1
0	2101.833599	0.000000	0.000000
1	57604523696.425682	0.000000	4136214375.991435
2	108115392344.386414	0.000000	3025719688.276132
3	149555991976.196198	0.000000	2573217669.059114
4	149915370715.401764	0.000000	2661679648.970368
5	227880930665.753632	0.000000	2084827653.715965
6	778598366644.556519	0.000000	1127937723.945502
7	1433499515771.646484	0.000000	831272613.817253
8	2872499879615.583984	0.000000	587235501.242770
9	4495099950860.958008	0.000000	469431947.811520
10	5906399971524.712891	0.000000	409525447.812044
Tick 2
0	6305.727073	0.000000	14.042562
1	57012825865.753082	0.000000	8251158696.384831
2	107946144007.802200	0.000000	6049070485.072651
3	149467975485.423096	0.000000	5145737143.988994
4	149785608498.909271	0.000000	5317388251.838081
5	227842791199.823822	0.000000	4169480813.943832
6	778595099931.949219	0.000000	2255873080.463140
7	1433498547314.864258	0.000000	1662544949.099658
8	2872499638846.749512	0.000000	1174470978.021228
9	4495099852582.874023	0.000000	938863890.520453
10	5906399914574.138672	0.000000	819050893.663110
Tick 3
0	12611.442486	0.000000	56.216216
1	56125713987.840355	0.000000	12323348789.736973
2	107692288427.579544	0.000000	9067679802.418575
3	149335945051.068512	0.000000	7716865497.023880
4	149591710148.998322	0.000000	7960686869.684017
5	227785582402.064056	0.000000	6253784957.975245
6	778590199863.881104	0.000000	3383803702.115018
7	1433497094629.746826	0.000000	2493816727.312135
8	2872499277693.499512	0.000000	1761706405.871061
9	4495099705165.748047	0.000000	1408295823.024213
10	5906399829148.276367	0.000000	1228576335.592220
Tick 4
0	21018.269826	0.000000	140.630898
1	54945591014.444939	0.000000	16331202524.716698
2	107353925788.765442	0.000000	12079173228.177107
3	149159886223.943176	0.000000	10285908713.247196
4	149336496774.664276	0.000000	10585207097.067406
5	227709306670.345947	0.000000	8337565548.482840
6	778583666445.478760	0.000000	4511727221.458099
7	1433495157716.556396	0.000000	3325087669.919431
8	2872498796155.842773	0.000000	2348941760.327950
9	4495099508609.582031	0.000000	1877727740.220214
10	5906399715247.127930	0.000000	1638101771.638397
Tick 5
0	31525.020769	0.000000	281.392100
1	53476489260.240547	0.000000	20253163443.195602
2	106931223256.272049	0.000000	15081176417.309769
3	148939774708.186523	0.000000	12852162805.867966
4	149024686646.155579	0.000000	13185396575.577154
5	227613968001.148956	0.000000	10420648048.138247
6	778575499685.292236	0.000000	5639641271.049102
7	1433492736575.723877	0.000000	4156357498.386179
8	2872498194233.792480	0.000000	2936177016.927575
9	4495099262914.375977	0.000000	2347159637.005867
10	5906399572870.692383	0.000000	2047627199.840663
Tick 6
0	44130.024255	0.000000	492.573843
1	51724094169.553703	0.000000	24067831217.653069
